,,,,,,,,,,,,,,,
编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
SPT01774,等径三通,SCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN100,,个,,Kg,
SPT01775,等径三通,SCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN150,,个,,Kg,
SPT01776,等径三通,SCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN200,,个,,Kg,
SPT01777,等径三通,8.74mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN250,,个,,Kg,
SPT01778,等径三通,9.53mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN300,,个,,Kg,
SPT01779,等径三通,SCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN350,,个,,Kg,
SPT01780,等径三通,SCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN400,,个,,Kg,
SPT01781,等径三通,9.53mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN450,,个,,Kg,
SPT01782,异径三通,SCH40xSCH10,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN150X80,,个,,Kg,
SPT01783,异径三通,SCH30xSCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN200X100,,个,,Kg,
SPT01784,异径三通,SCH30xSCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN200X150,,个,,Kg,
SPT01785,异径三通,8.74mmxSCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN250X150,,个,,Kg,
SPT01786,异径三通,8.74mmxSCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN250X200,,个,,Kg,
SPT01788,异径三通,9.53mmxSCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN300X150,,个,,Kg,
SPT01789,异径三通,9.53mmxSCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN300X200,,个,,Kg,
SPT01790,异径三通,SCH30xSCH40,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN400X150,,个,,Kg,
SPT01791,异径三通,SCH30xSCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN400X200,,个,,Kg,
SPT01792,异径三通,SCH30x8.74mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN400X250,,个,,Kg,
SPT01793,异径三通,SCH30x9.53mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN400X300,,个,,Kg,
SPT01794,异径三通,SCH20xSCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN500X200,,个,,Kg,
SPT01795,异径三通,SCH20x8.74mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN500X250,,个,,Kg,
SPT01796,异径三通,SCH20x9.53mm,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN500X300,,个,,Kg,
SPT01797,异径三通,SCH20xSCH30,FS,BW,Q235B(内外壁热浸镀锌),GB/T 13401-2017,GB/T 12459-2017,NA,QNCa,DN500X400,,个,,Kg,
SPT01798,等径三通,12.7mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,24",Φ610,个,,Kg,
SPT02033,异径三通,3mmx2.5mm,SS,RF,20(内衬聚丙烯层),,DL/T 935-2020,NA,QNCa,DN50xDN20,Φ60.3xΦ26.7,个,,Kg,
SPT02034,异径三通(S5系列),5.8mx2.0mm,,SA,PVC-C,,GB/T 18993.3,NA,QNCa,DN50xDN20,Φ63xΦ20,个,,Kg,
SPT02035,等径三通,SCH10S,SS,BW,022Cr25Ni7Mo4N,CP05T3089,ASME B16.9,RCC-M 3,QA2,1/2",Φ21.3,个,,Kg,
SPT02036,等径三通,SCH40,SS,BW,022Cr25Ni7Mo4N,CP05T3089,ASME B16.9,RCC-M 3,QA2,1",Φ33.4,个,,Kg,
SPT03302,等径三通,3.58mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QA3,4",Φ114.3,个,,Kg,
SPT03303,异径三通,3.58mmxSCH40,SS,BW,20,CP05T3025,ASME B16.9,NA,QA3,4"x1-1/2",Φ114.3xΦ48.3,个,,Kg,
SPT03304,等径三通,SCH30,SS,BW,022Cr25Ni7Mo4N,CP05T3089,ASME B16.9,RCC-M 3,QA2,2",Φ60.3,个,,Kg,
SPT03305,等径三通,CL3000,FO,SW,022Cr25Ni7Mo4N,CP05T3091,ASME B16.11,RCC-M 3,QA2,1/2",Φ21.3,个,,Kg,
SQT00001,疏水罐,25.4mm,SS,BW,P280GH,RCC-M M1144,FQZ32300S14716A44DD,NA,QA3,18",,个,,Kg,
SQT00002,疏水罐,19.05mm,SS,BW,P280GH,RCC-M M1144,FQZ32300S15716A44DD,NA,QA3,12",,个,,Kg,
SQT00003,疏水罐,14.27mm,SS,BW,P280GH,RCC-M M1144,FQZ32300S21716A44DD,NA,QA3,8",,个,,Kg,主蒸汽疏水罐
SQT00004,疏水罐,14.27mm,SS,BW,P280GH,RCC-M M1144,FQZ32300S44716A44DD,NA,QA3,8",,个,,Kg,旁路疏水罐
SPK00650,闭式洒水喷头K=80,1.6MPa,,FIL,,,美国威景公司,NA,QA3,1/2",,个,,Kg,"T=93℃,不作为区分物相的标准，但是需要写在等级描述中用于出图"
SPE02728,非标90°弯头,2.24mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.09,kg,
SPE02729,非标90°弯头,3.02mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.09,kg,
SPE02730,非标90°弯头,2.77mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.11,kg,
SPE02731,非标90°弯头,2.87mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.15,kg,
SPE02732,非标90°弯头,3.18mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,2",Φ60.3,个,0.65,kg,
SPE02733,非标45°弯头,2.77mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.06,kg,
SPE02734,非标45°弯头,2.87mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.08,kg,
SPE02735,非标45°弯头,3.18mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,2",Φ60.3,个,0.42,kg,
SPE02736,非标45°弯头,2.24mm,SS,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.06,kg,
SPR03615,非标同心大小头,2.87mmx2.77mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4"x1/2",Φ26.7xΦ21.3,个,0.1,kg,
SPR03616,非标同心大小头,3.18mmx2.87mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,2"x3/4",Φ60.3xΦ26.7,个,0.32,kg,
SPR03617,非标同心大小头,3.18mmx2.77mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,2"x1/2",Φ60.3xΦ21.3,个,0.28,kg,
SPR03618,非标同心大小头,2.87mmx2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4"x1/4",Φ26.7xΦ13.7,个,0.1,kg,
SPR03619,非标同心大小头,2.77mmx2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/2"x1/4",Φ21.3xΦ13.7,个,0.09,kg,
SPR03620,非标偏心大小头,2.87mmx2.77mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4"x1/2",Φ26.7xΦ21.3,个,0.1,kg,
SPR03621,非标偏心大小头,3.18mmx2.87mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,2"x3/4",Φ60.3xΦ26.7,个,0.32,kg,
SPR03622,非标偏心大小头,3.18mmx2.77mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,2"x1/2",Φ60.3xΦ21.3,个,0.28,kg,
SPR03623,非标偏心大小头,2.87mmx2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4"x1/4",Φ26.7xΦ13.7,个,0.1,kg,
SPR03624,非标偏心大小头,2.77mmx2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/2"x1/4",Φ21.3xΦ13.7,个,0.09,kg,
SPT03306,非标三通,2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.4,kg,
SPT03307,非标三通,2.77mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.4,kg,
SPT03308,非标三通,2.87mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.7,kg,
SPT03309,非标三通,3.18mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,2",Φ60.3,个,2.5,kg,
SPT03310,非标支架三通,2.24mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.4,kg,
SPT03311,非标支架三通,2.87mm,FO,BW,20,CP05T3025,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.7,kg,
SPE02737,非标45°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.07,kg,
SPE02738,非标45°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.09,kg,
SPE02739,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,0.15,kg,
SPE02740,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,0.27,kg,
SPE02741,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,0.4,kg,
SPE02742,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/4",Φ42.2,个,0.22,kg,
SPE02743,非标45°弯头,2.77mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,0.4,kg,
SPE02744,非标45°弯头,1.65mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.05,kg,
SPE02745,非标45°弯头,2.11mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.07,kg,
SPE02746,非标90°弯头,1.65mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.08,kg,
SPE02747,非标90°弯头,3.02mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.09,kg,
SPE02748,非标90°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.1,kg,
SPE02749,非标90°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.11,kg,
SPE02750,非标90°弯头,2.11mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.13,kg,
SPE02751,非标90°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.13,kg,
SPE02752,非标90°弯头,2.87mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.15,kg,
SPE02753,非标90°弯头,2.77mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,0.22,kg,
SPE02754,非标90°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,0.22,kg,
SPE02755,非标90°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,0.4,kg,
SPE02756,非标90°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,0.6,kg,
SPE02757,非标90°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/4",Φ42.2,个,0.32,kg,
SPE02758,非标90°弯头,2.11mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.1,kg,
SPE02759,非标90°弯头,1.65mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.08,kg,
SPE02760,非标90°弯头,2.77mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,0.4,kg,
SPE02761,非标90°弯头,2.77mm,SS,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,0.63,kg,
SPT03312,非标三通,2.11mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.4,kg,
SPT03313,非标三通,2.77mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,2.5,kg,
SPT03314,非标三通,1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.4,kg,
SPT03315,非标三通,2.77mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,2.2,kg,
SPT03316,非标三通,2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.4,kg,
SPT03317,非标三通,2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.66,kg,
SPT03318,非标三通,2.87mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.66,kg,
SPT03319,非标三通,2.77mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,1.4,kg,
SPT03320,非标三通,2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,1.4,kg,
SPT03321,非标三通,2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,2.2,kg,
SPT03322,非标三通,2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2",Φ60.3,个,2.5,kg,
SPT03323,非标支架三通,2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2",Φ21.3,个,0.4,kg,
SPT03324,非标支架三通,2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4",Φ26.7,个,0.66,kg,
SPT03325,非标支架三通,2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2",Φ48.3,个,2.2,kg,
SPT03326,非标支架三通,2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1",Φ33.4,个,1.4,kg,
SPT03327,非标支架三通,1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/4",Φ13.7,个,0.35,kg,
SPR03625,非标同心大小头,2.11mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03626,非标同心大小头,2.11mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4"x1/2",Φ26.7xΦ21.3,个,0.09,kg,
SPR03627,非标同心大小头,2.77mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x1/4",Φ33.4xΦ13.7,个,0.14,kg,
SPR03628,非标同心大小头,2.77mmx2.11mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1"x1/2",Φ33.4xΦ21.3,个,0.15,kg,
SPR03629,非标同心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x1/2",Φ33.4xΦ21.3,个,0.15,kg,
SPR03630,非标同心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x3/4",Φ33.4xΦ26.7,个,0.15,kg,
SPR03631,非标同心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2"x3/4",Φ48.3xΦ26.7,个,0.25,kg,
SPR03632,非标同心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2"x1",Φ48.3xΦ33.4,个,0.25,kg,
SPR03633,非标同心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2"x1",Φ60.3xΦ33.4,个,0.32,kg,
SPR03634,非标同心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2"x1-1/2",Φ60.3xΦ48.3,个,0.32,kg,
SPR03635,非标同心大小头,2.11mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4"x1/4",Φ26.7xΦ13.7,个,0.09,kg,
SPR03637,非标同心大小头,3.2mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/8"x1/4",Φ17.1xΦ13.7,个,0.08,kg,
SPR03638,非标偏心大小头,2.11mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03639,非标偏心大小头,2.11mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4"x1/2",Φ26.7xΦ21.3,个,0.09,kg,
SPR03640,非标偏心大小头,2.77mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x1/4",Φ33.4xΦ13.7,个,0.14,kg,
SPR03641,非标偏心大小头,2.77mmx2.11mm,FO,BW,022Cr17Ni12Mo2,CP05T3023,CP05T4010,NA,QNCa,1"x1/2",Φ33.4xΦ21.3,个,0.15,kg,
SPR03642,非标偏心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x1/2",Φ33.4xΦ21.3,个,0.15,kg,
SPR03643,非标偏心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1"x3/4",Φ33.4xΦ26.7,个,0.15,kg,
SPR03644,非标偏心大小头,2.77mmx2.11mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2"x3/4",Φ48.3xΦ26.7,个,0.25,kg,
SPR03645,非标偏心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,1-1/2"x1",Φ48.3xΦ33.4,个,0.25,kg,
SPR03646,非标偏心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2"x1",Φ60.3xΦ33.4,个,0.32,kg,
SPR03647,非标偏心大小头,2.77mmx2.77mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,2"x1-1/2",Φ60.3xΦ48.3,个,0.32,kg,
SPR03648,非标偏心大小头,2.11mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/4"x1/4",Φ26.7xΦ13.7,个,0.09,kg,
SPR03650,非标偏心大小头,3.2mmx1.65mm,FO,BW,022Cr19Ni10,CP05T3023,CP05T4010,NA,QNCa,3/8"x1/4",Φ17.1xΦ13.7,个,0.08,kg,
SPE02762,非标45°弯头,2.77mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,1/2",Φ21.3,个,0.08,kg,
SPE02763,非标45°弯头,2.87mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,3/4",Φ26.7,个,0.11,kg,
SPE02764,非标45°弯头,3.18mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,2",Φ60.3,个,0.42,kg,
SPE02765,非标45°弯头,2.24mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,1/4",Φ13.7,个,0.06,kg,
SPE02766,非标90°弯头,2.24mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,1/4",Φ13.7,个,0.09,kg,
SPE02767,非标90°弯头,2.77mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 2,QA1,1/2",Φ21.3,个,0.11,kg,
SPE02768,非标90°弯头,2.77mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,1/2",Φ21.3,个,0.11,kg,
SPE02769,非标90°弯头,2.87mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 2,QA1,3/4",Φ26.7,个,0.15,kg,
SPE02770,非标90°弯头,2.87mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,3/4",Φ26.7,个,0.15,kg,
SPE02771,非标90°弯头,3.18mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 2,QA1,2",Φ60.3,个,0.65,kg,
SPE02772,非标90°弯头,3.18mm,SS,BW,20,CP05T3019,CP05T4010,RCC-M 3,QA2,2",Φ60.3,个,0.65,kg,
SPT03328,非标三通,2.24mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/4",Φ13.7,个,0.35,kg,
SPT03329,非标三通,2.77mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/2",Φ21.3,个,0.4,kg,
SPT03330,非标三通,2.87mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 2,QA1,3/4",Φ26.7,个,0.66,kg,
SPT03331,非标三通,2.87mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,3/4",Φ26.7,个,0.66,kg,
SPT03332,非标三通,3.18mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 2,QA1,2",Φ60.3,个,2.5,kg,
SPT03333,非标三通,3.18mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,2",Φ60.3,个,2.5,kg,
SPR03651,非标同心大小头,2.77mmx2.24mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03652,非标同心大小头,2.77mmx3.02mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03653,非标同心大小头,2.87mmx2.77mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,3/4"x1/2",Φ26.7xΦ21.3,个,0.08,kg,
SPR03654,非标偏心大小头,2.77mmx2.24mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03655,非标偏心大小头,2.77mmx3.02mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,1/2"x1/4",Φ21.3xΦ13.7,个,0.08,kg,
SPR03656,非标偏心大小头,2.87mmx2.77mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,3/4"x1/2",Φ26.7xΦ21.3,个,0.08,kg,
SPT03334,非标支架三通,3.18mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,2",Φ60.3,个,2.5,kg,
SPT03335,非标支架三通,2.87mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 2,QA1,3/4",Φ26.7,个,0.66,kg,
SPT03336,非标支架三通,2.87mm,FO,BW,20,CP05T3037,CP05T4010,RCC-M 3,QA2,3/4",Φ26.7,个,0.66,kg,
SPE02773,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,1/2",Φ21.3,个,0.08,kg,
SPE02774,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,1",Φ33.4,个,0.15,kg,
SPE02775,非标45°弯头,2.11mm,SS,BW,022Cr17Ni12Mo2,CP05T3017,CP05T4010,RCC-M 3,QA2,1/2",Φ21.3,个,0.07,kg,
SPE02776,非标45°弯头,2.24mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,1/4",Φ13.7,个,0.06,kg,
SPE02777,非标45°弯头,3.02mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,1/4",Φ13.7,个,0.06,kg,
SPE02779,非标45°弯头,1.65mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,1/4",Φ13.7,个,0.05,kg,
SPE02780,非标45°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,1/2",Φ21.3,个,0.07,kg,
SPE02781,非标45°弯头,2.87mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,3/4",Φ26.7,个,0.11,kg,
SPE02782,非标45°弯头,2.11mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,3/4",Φ26.7,个,0.09,kg,
SPE02783,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,1",Φ33.4,个,0.15,kg,
SPE02784,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,1-1/2",Φ48.3,个,0.27,kg,
SPE02785,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,2",Φ60.3,个,0.4,kg,
SPE02786,非标45°弯头,2.77mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 3,QA2,2",Φ60.3,个,0.4,kg,
SPE02787,非标90°弯头,2.31mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,3/8",Φ17.1,个,0.09,kg,
SPE02788,非标90°弯头,1.65mm,SS,BW,022Cr19Ni10,CP05T3017,CP05T4010,RCC-M 2,QA1,1/4",Φ13.7,个,0.08,kg,
