,,,,,,,,,,,,,,,
编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
SPE00665,90°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,47.5,Kg,
SPE00666,90°长半径弯头,SCH140,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,323.2,Kg,
SPE00667,90°长半径弯头,SCH160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,354.4,Kg,
SPE00668,90°长半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,121,Kg,
SPE00669,90°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,92,Kg,
SPE00670,90°长半径弯头,SCH60,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,161.17,Kg,
SPE00671,90°长半径弯头,SCH80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,200,Kg,
SPE00672,90°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,16",Φ406.4,个,,Kg,
SPE00673,90°长半径弯头,9.8mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,16",Φ406.4,个,,Kg,
SPE00674,90°长半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,16",Φ406.4,个,121,Kg,
SPE00675,90°长半径弯头,SCH60,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,16",Φ406.4,个,161.17,Kg,
SPE00676,90°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,16",Φ406.4,个,47.5,Kg,
SPE00677,90°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,16",Φ406.4,个,47.5,Kg,
SPE00678,90°长半径弯头,SCH20,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,16",Φ406.4,个,78,Kg,
SPE00679,90°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,CP05T3017,ASME B16.9,RCC-M 1,QA1,18",Φ457,个,445.5,Kg,
SPE00680,90°长半径弯头,31.75mm,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,18",Φ457,个,792.88,Kg,
SPE00681,90°长半径弯头,SCH140,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,18",Φ457,个,445.5,Kg,
SPE00682,90°长半径弯头,SCH20,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,18",Φ457,个,87.7,Kg,
SPE00683,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,18",Φ457,个,56.2,Kg,
SPE00684,90°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,CP05T3017,ASME B16.9,RCC-M 1,QA1,20",Φ508,个,616.1,Kg,
SPE00685,90°长半径弯头,SCH140,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,20",Φ508,个,616.1,Kg,
SPE00686,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,20",Φ508,个,82.2,Kg,
SPE00687,90°长半径弯头,SCH20,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,20",Φ508,个,147,Kg,
SPE00688,90°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,CP05T3017,ASME B16.9,RCC-M 1,QA1,22",Φ559,个,801.1,Kg,
SPE00689,90°长半径弯头,SCH140,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,22",Φ559,个,801.1,Kg,
SPE00690,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,22",Φ559,个,99.6,Kg,
SPE00691,90°长半径弯头,SCH30,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,22",Φ559,个,250.2,Kg,
SPE00692,90°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,CP05T3017,ASME B16.9,RCC-M 1,QA1,24",Φ610,个,1047.8,Kg,
SPE00693,90°长半径弯头,SCH140,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,24",Φ610,个,1047.8,Kg,
SPE00694,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,24",Φ610,个,136,Kg,
SPE00695,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,26",Φ660,个,208,Kg,
SPE00696,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,28",Φ711,个,242,Kg,
SPE00697,90°长半径弯头,SCH10,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,30",Φ762,个,265,Kg,
SPE00698,90°长半径弯头,32mm,SS,BW,P280GH,CP05T3031,ASME B16.9,RCC-M 2,QA1,32",Φ813,个,1606.66,Kg,
SPE00699,90°长半径弯头,46mm,SS,BW,P280GH,CP05T3031,ASME B16.9,RCC-M 2,QA1,32",Φ813,个,,Kg,
SPE00700,90°长半径弯头,9.52mm,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,32",Φ813,个,390,Kg,
SPE00701,90°长半径弯头,9.52mm,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,34",Φ864,个,430,Kg,
SPE00702,90°长半径弯头,9.52mm,FS,BW,Q265HR,CP05T3021,ASME B16.9,RCC-M 3,QA2,36",Φ914,个,482,Kg,
SPE00704,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1/4",,个,0.15,Kg,
SPE00705,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.09,Kg,
SPE00706,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.09,Kg,
SPE00707,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.15,Kg,
SPE00708,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.15,Kg,
SPE00709,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.15,Kg,
SPE00711,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.09,Kg,
SPE00712,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.09,Kg,
SPE00713,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.09,Kg,
SPE00714,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1/4",,个,0.09,Kg,
SPE00715,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1/4",,个,0.09,Kg,
SPE00716,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1/4",,个,0.1,Kg,
SPE00717,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,3/8",,个,0.32,Kg,
SPE00718,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.12,Kg,
SPE00719,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.12,Kg,
SPE00720,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.32,Kg,
SPE00721,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.32,Kg,
SPE00722,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.32,Kg,
SPE00724,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.12,Kg,
SPE00725,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.12,Kg,
SPE00726,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.12,Kg,
SPE00727,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,3/8",,个,0.12,Kg,
SPE00728,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,3/8",,个,0.12,Kg,
SPE00729,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,3/8",,个,0.2,Kg,
SPE00730,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1/2",,个,0.4,Kg,
SPE00731,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.26,Kg,
SPE00732,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.26,Kg,
SPE00733,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.4,Kg,
SPE00734,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.4,Kg,
SPE00735,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.4,Kg,
SPE00737,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.26,Kg,
SPE00738,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.26,Kg,
SPE00739,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.26,Kg,
SPE00740,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1/2",,个,0.26,Kg,
SPE00741,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1/2",,个,0.26,Kg,
SPE00742,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1/2",,个,0.3,Kg,
SPE00743,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,3/4",,个,0.65,Kg,
SPE00744,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.35,Kg,
SPE00745,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.35,Kg,
SPE00746,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.65,Kg,
SPE00747,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.65,Kg,
SPE00748,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.65,Kg,
SPE00750,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.35,Kg,
SPE00751,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.35,Kg,
SPE00752,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.35,Kg,
SPE00753,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,3/4",,个,0.35,Kg,
SPE00754,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,3/4",,个,0.35,Kg,
SPE00755,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,3/4",,个,0.4,Kg,
SPE00756,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1",,个,1.25,Kg,
SPE00757,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1",,个,0.49,Kg,
SPE00758,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1",,个,0.49,Kg,
SPE00759,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1",,个,1.25,Kg,
SPE00760,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1",,个,1.25,Kg,
SPE00761,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1",,个,1.25,Kg,
SPE00763,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1",,个,0.49,Kg,
SPE00764,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1",,个,0.49,Kg,
SPE00765,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1",,个,0.49,Kg,
SPE00766,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1",,个,0.49,Kg,
SPE00767,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1",,个,0.49,Kg,
SPE00768,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1",,个,0.49,Kg,
SPE00769,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.85,Kg,
SPE00770,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.85,Kg,
SPE00771,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,1.4,Kg,
SPE00772,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,1.4,Kg,
SPE00773,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,1.4,Kg,
SPE00775,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.85,Kg,
SPE00776,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.85,Kg,
SPE00777,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.85,Kg,
SPE00778,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1-1/4",,个,0.85,Kg,
SPE00779,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1-1/4",,个,0.85,Kg,
SPE00780,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1-1/4",,个,0.9,Kg,
SPE00781,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,1-1/2",Φ48.3,个,0.4,Kg,
SPE00782,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,1.05,Kg,
SPE00783,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,1.05,Kg,
SPE00784,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,2.45,Kg,
SPE00785,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,2.45,Kg,
SPE00786,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,2.45,Kg,
SPE00788,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,1.05,Kg,
SPE00789,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,1.05,Kg,
SPE00790,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,1.05,Kg,
SPE00791,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1-1/2",,个,1.05,Kg,
SPE00792,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1-1/2",,个,1.05,Kg,
SPE00793,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1-1/2",,个,1.05,Kg,
SPE00794,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,2",Φ60.3,个,2,Kg,
SPE00795,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2",,个,1.75,Kg,
SPE00796,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2",,个,1.75,Kg,
SPE00797,90°弯头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2",,个,2.76,Kg,
SPE00798,90°弯头,CL6000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2",,个,2.76,Kg,
SPE00799,90°弯头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,2",,个,2.76,Kg,
SPE00801,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,2",,个,1.75,Kg,
SPE00802,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,2",,个,1.75,Kg,
SPE00803,90°弯头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2",,个,1.75,Kg,
SPE00804,90°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,2",,个,1.75,Kg,
SPE00805,90°弯头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,2",,个,1.75,Kg,
SPE00806,90°弯头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2",,个,1.8,Kg,
SPE00807,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,2-1/2",Φ73,个,1.5,Kg,
SPE00808,90°短半径弯头,3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,,Kg,
SPE00809,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,0.75,Kg,
SPE00810,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.5,Kg,
SPE00811,90°短半径弯头,SCH160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.5,Kg,
SPE00812,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,0.91,Kg,
SPE00813,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.05,Kg,
SPE00814,90°短半径弯头,SCH80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.18,Kg,
SPE00815,90°短半径弯头,SCH80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.18,Kg,
SPE00816,90°短半径弯头,SCH80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,2-1/2",Φ73,个,1.3,Kg,
SPE00817,90°短半径弯头,3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,2-1/2",Φ73,个,,Kg,
SPE00818,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,2-1/2",Φ73,个,0.75,Kg,
SPE00819,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,2-1/2",Φ73,个,0.91,Kg,
SPE00820,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,2-1/2",Φ73,个,1.05,Kg,
SPE00821,90°短半径弯头,3.18mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,2-1/2",Φ73,个,0.9,Kg,
SPE00822,90°短半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,2-1/2",Φ73,个,0.75,Kg,
SPE00823,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,2-1/2",Φ73,个,0.62,Kg,
SPE00824,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,3",Φ88.9,个,2.6,Kg,
SPE00825,90°短半径弯头,3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,,Kg,
SPE00826,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1,Kg,
SPE00827,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,2.6,Kg,
SPE00828,90°短半径弯头,SCH160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,2.6,Kg,
SPE00829,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1.36,Kg,
SPE00830,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1.5,Kg,
SPE00831,90°短半径弯头,SCH80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1.91,Kg,
SPE00832,90°短半径弯头,SCH80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1.91,Kg,
SPE00833,90°短半径弯头,SCH80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3",Φ88.9,个,1.9,Kg,
SPE00834,90°短半径弯头,3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,3",Φ88.9,个,,Kg,
SPE00835,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,3",Φ88.9,个,1,Kg,
SPE00836,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,3",Φ88.9,个,1.36,Kg,
SPE00837,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,3",Φ88.9,个,1.5,Kg,
SPE00838,90°短半径弯头,3.18mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,3",Φ88.9,个,1.4,Kg,
SPE00839,90°短半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,3",Φ88.9,个,1,Kg,
SPE00840,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,3",Φ88.9,个,0.98,Kg,
SPE00841,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,3-1/2",Φ101.6,个,,Kg,
SPE00842,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,1.4,Kg,
SPE00843,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,,Kg,
SPE00844,90°短半径弯头,SCH160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,,Kg,
SPE00845,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,1.96,Kg,
SPE00846,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,2.05,Kg,
SPE00847,90°短半径弯头,SCH80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,2.58,Kg,
SPE00848,90°短半径弯头,SCH80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,2.58,Kg,
SPE00849,90°短半径弯头,SCH80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,3-1/2",Φ101.6,个,2.4,Kg,
SPE00850,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,3-1/2",Φ101.6,个,1.4,Kg,
SPE00851,90°短半径弯头,SCH40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,3-1/2",Φ101.6,个,1.96,Kg,
SPE00852,90°短半径弯头,SCH40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,3-1/2",Φ101.6,个,2.05,Kg,
SPE00853,90°短半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,3-1/2",Φ101.6,个,1.4,Kg,
SPE00854,90°短半径弯头,SCH10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,3-1/2",Φ101.6,个,1.4,Kg,
SPE00855,90°短半径弯头,SCH160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,4",Φ114.3,个,5.4,Kg,
