,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPT01316,支架三通,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/2""",,个,1.4,KG,支管不开孔
,CPT01317,支架三通,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""",,个,2.2,KG,支管不开孔
,CPT01320,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""x1""",,个,3.27,KG,
,CPT01321,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""x1-1/4""",,个,3.3,KG,
,CPT01322,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""x1-1/2""",,个,3.35,KG,
,CPT01323,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""x2""",,个,3.45,KG,
,CPT01324,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""x1""",,个,,KG,
,CPT01325,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""x1-1/4""",,个,5.4,KG,
,CPT01326,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""x1-1/2""",,个,5.5,KG,
,CPT01327,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""x2""",,个,5.5,KG,
,CPT01328,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",,个,5.6,KG,
,CPT01329,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",,个,,KG,
,CPT01330,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",,个,,KG,
,CPT01331,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",,个,,KG,
,CPT01332,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",,个,15.5,KG,
,CPT01333,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""x2""",,个,15.5,KG,
,CPT01334,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""x2-1/2""",,个,15.5,KG,
,CPT01335,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""x3""",,个,15.9,KG,
,CPT01336,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""x3-1/2""",,个,,KG,
,CPT01337,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""x2""",,个,23,KG,
,CPT01338,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""x2-1/2""",,个,23,KG,
,CPT01339,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""x3""",,个,23,KG,
,CPT01340,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""x3-1/2""",,个,,KG,
,CPT01341,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""x4""",,个,23,KG,
,CPT01342,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""x2-1/2""",,个,29,KG,
,CPT01343,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""x3""",,个,30,KG,
,CPT01344,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""x3-1/2""",,个,,KG,
,CPT01345,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""x4""",,个,30,KG,
,CPT01346,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""x5""",,个,30,KG,
,CPT01347,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""x3""",,个,,KG,
,CPT01348,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",,个,,KG,
,CPT01349,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""x4""",,个,49,KG,
,CPT01350,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""x5""",,个,52,KG,
,CPT01351,异径三通,SCH160xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""x6""",,个,52,KG,
,CPT01352,等径三通ST-I,1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN8,Φ10,个,,KG,
,CPT01353,等径三通ST-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN10,Φ12,个,,KG,
,CPT01354,等径三通ST-I,1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN15,Φ15,个,,KG,
,CPT01355,等径三通ST-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN20,Φ22,个,,KG,
,CPT01356,等径三通ST-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN25,Φ28,个,,KG,
,CPT01357,等径三通ST-I,2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN32,Φ35,个,,KG,
,CPT01358,等径三通,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""",,个,48,KG,
,CPT01359,等径三通,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""",,个,59,KG,
,CPT01360,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""x12""",,个,43.6,KG,
,CPT01361,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""x10""",,个,42.7,KG,
,CPT01362,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""x14""",,个,53,KG,
,CPT01363,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""x12""",,个,51.6,KG,
,CPT01364,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""x4""",,个,,KG,
,CPT01365,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""x6""",,个,41.2,KG,
,CPT01366,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""x8""",,个,41.7,KG,
,CPT01367,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"12""x4""",,个,,KG,
,CPT01368,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""x6""",,个,49.4,KG,
,CPT01369,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""x8""",,个,49.8,KG,
,CPT01370,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""x10""",,个,50.7,KG,
,CPT01371,异径三通,SCH10SxSCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"12""x4""",,个,,KG,
,CPT01372,异径三通,SCH80SxSCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""x4""",,个,,KG,
,CPT01373,异径三通,SCH80SxSCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"12""x4""",,个,,KG,
,CPT01374,异径三通,31.75mmxSCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""x8""",,个,340,KG,
,CPT01375,异径三通,31.75mmxSCH60,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""x10""",,个,,KG,
,CPT01376,异径三通,31.75mmxSCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""x12""",,个,,KG,
,CPT01377,异径三通,31.75mmxSCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""x14""",,个,,KG,
,CPT01378,异径三通,31.75mmxSCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""x16""",,个,,KG,
,CPT01379,等径三通,31.75mm,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""",,个,,KG,
,CPT01380,异径三通,SCH140xSCH160,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"12""x4""",,个,,KG,
,CPT01381,异径三通,SCH140xSCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""x4""",,个,,KG,
,CPT01382,异径三通,SCH10SxSCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"12""x4""",,个,,KG,
,CPT01385,等径三通,2.2mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,"3""",,个,,KG,
,CPT01386,等径三通,2.2mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,"4""",,个,,KG,
,CPT01405,异径三通,SCH80SxSCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""x4""",,个,42.4,KG,
,CPT01406,异径三通,SCH80SxSCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""x6""",,个,43.9,KG,
,CPT01407,异径三通,SCH80SxSCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""x8""",,个,44.8,KG,
