,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPG00260,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"1-1/4""",,个,,KG,
,CPG00261,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"1-1/2""",,个,,KG,
,CPG00262,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"2""",,个,,KG,
,CPG00263,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"2-1/2""",,个,,KG,
,CPG00264,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"3""",,个,,KG,
,CPG00265,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"3-1/2""",,个,,KG,
,CPG00266,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"4""",,个,,KG,
,CPG00267,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"5""",,个,,KG,
,CPG00268,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"6""",,个,,KG,
,CPG00269,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"8""",,个,,KG,
,CPG00270,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"10""",,个,,KG,
,CPG00271,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"12""",,个,,KG,
,CPG00272,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"14""",,个,,KG,
,CPG00273,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"16""",,个,,KG,
,CPG00274,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"18""",,个,,KG,
,CPG00275,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"20""",,个,,KG,
,CPG00276,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"24""",,个,,KG,
,CPG00277,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"26""",,个,,KG,
,CPG00278,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"28""",,个,,KG,
,CPG00279,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"30""",,个,,KG,
,CPG00280,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"32""",,个,,KG,
,CPG00281,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"34""",,个,,KG,
,CPG00282,密封垫片,CL600,,,石墨,,1916T3071,RCC-M 3,QA2,"36""",,个,,KG,
,CPG00283,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"1/2""",,个,,KG,
,CPG00284,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"3/4""",,个,,KG,
,CPG00285,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"1""",,个,,KG,
,CPG00286,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/4""",,个,,KG,
,CPG00287,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/2""",,个,,KG,
,CPG00288,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"2""",,个,,KG,
,CPG00289,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"2-1/2""",,个,,KG,
,CPG00290,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"3""",,个,,KG,
,CPG00291,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPG00292,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"4""",,个,,KG,
,CPG00293,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"5""",,个,,KG,
,CPG00294,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"6""",,个,,KG,
,CPG00295,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"8""",,个,,KG,
,CPG00296,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"10""",,个,,KG,
,CPG00297,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"12""",,个,,KG,
,CPG00298,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"14""",,个,,KG,
,CPG00299,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"16""",,个,,KG,
,CPG00300,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"18""",,个,,KG,
,CPG00301,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"20""",,个,,KG,
,CPG00302,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"24""",,个,,KG,
,CPG00303,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"26""",,个,,KG,
,CPG00304,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"28""",,个,,KG,
,CPG00305,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"30""",,个,,KG,
,CPG00306,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"32""",,个,,KG,
,CPG00307,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"34""",,个,,KG,
,CPG00308,密封垫片,CL900,,,石墨,,1916T3071,RCC-M 2,QA1,"36""",,个,,KG,
,CPG00335,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"1/2""",,个,,KG,
,CPG00336,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"3/4""",,个,,KG,
,CPG00337,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"1""",,个,,KG,
,CPG00338,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/4""",,个,,KG,
,CPG00339,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/2""",,个,,KG,
,CPG00340,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"2""",,个,,KG,
,CPG00341,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"2-1/2""",,个,,KG,
,CPG00342,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"3""",,个,,KG,
,CPG00343,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPG00344,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"4""",,个,,KG,
,CPG00345,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"5""",,个,,KG,
,CPG00346,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"6""",,个,,KG,
,CPG00347,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"8""",,个,,KG,
,CPG00348,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"10""",,个,,KG,
,CPG00349,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"12""",,个,,KG,
,CPG00350,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"14""",,个,,KG,
,CPG00351,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"16""",,个,,KG,
,CPG00352,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"18""",,个,,KG,
,CPG00353,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"20""",,个,,KG,
,CPG00354,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"24""",,个,,KG,
,CPG00355,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"26""",,个,,KG,
,CPG00356,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"28""",,个,,KG,
,CPG00357,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"30""",,个,,KG,
,CPG00358,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"32""",,个,,KG,
,CPG00359,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"34""",,个,,KG,
,CPG00360,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 2,QA1,"36""",,个,,KG,
,CPG00361,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"1/2""",,个,,KG,
,CPG00362,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"3/4""",,个,,KG,
,CPG00363,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"1""",,个,,KG,
,CPG00364,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"1-1/4""",,个,,KG,
,CPG00365,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"1-1/2""",,个,,KG,
,CPG00366,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"2""",,个,,KG,
,CPG00367,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"2-1/2""",,个,,KG,
,CPG00368,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"3""",,个,,KG,
,CPG00369,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"3-1/2""",,个,,KG,
,CPG00370,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"4""",,个,,KG,
,CPG00371,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"5""",,个,,KG,
,CPG00372,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"6""",,个,,KG,
,CPG00373,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"8""",,个,,KG,
,CPG00374,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"10""",,个,,KG,
,CPG00375,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"12""",,个,,KG,
,CPG00376,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"14""",,个,,KG,
,CPG00377,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"16""",,个,,KG,
,CPG00378,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"18""",,个,,KG,
,CPG00379,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"20""",,个,,KG,
,CPG00380,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"24""",,个,,KG,
,CPG00381,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"26""",,个,,KG,
,CPG00382,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"28""",,个,,KG,
,CPG00383,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"30""",,个,,KG,
,CPG00384,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"32""",,个,,KG,
,CPG00385,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"34""",,个,,KG,
,CPG00386,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 1,QA1,"36""",,个,,KG,
,CPG00387,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"1/2""",,个,,KG,
,CPG00388,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"3/4""",,个,,KG,
,CPG00389,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"1""",,个,,KG,
,CPG00390,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/4""",,个,,KG,
,CPG00391,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"1-1/2""",,个,,KG,
,CPG00392,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"2""",,个,,KG,
,CPG00393,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"2-1/2""",,个,,KG,
,CPG00394,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"3""",,个,,KG,
,CPG00395,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPG00396,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"4""",,个,,KG,
,CPG00397,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"5""",,个,,KG,
,CPG00398,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"6""",,个,,KG,
,CPG00399,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"8""",,个,,KG,
,CPG00400,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"10""",,个,,KG,
,CPG00401,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"12""",,个,,KG,
,CPG00402,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"14""",,个,,KG,
,CPG00403,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"16""",,个,,KG,
,CPG00404,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"18""",,个,,KG,
,CPG00405,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"20""",,个,,KG,
,CPG00406,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"24""",,个,,KG,
,CPG00407,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"26""",,个,,KG,
,CPG00408,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"28""",,个,,KG,
,CPG00409,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"30""",,个,,KG,
,CPG00410,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"32""",,个,,KG,
,CPG00411,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"34""",,个,,KG,
,CPG00412,密封垫片,CL2500,,,石墨,,1916T3071,RCC-M 2,QA1,"36""",,个,,KG,
,CPG00421,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"1/2""",,个,,KG,
,CPG00422,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"3/4""",,个,,KG,
,CPG00423,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"1""",,个,,KG,
,CPG00424,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"1-1/4""",,个,,KG,
,CPG00425,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"1-1/2""",,个,,KG,
,CPG00426,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"2""",,个,,KG,
,CPG00427,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"2-1/2""",,个,,KG,
,CPG00428,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"3""",,个,,KG,
,CPG00429,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"3-1/2""",,个,,KG,
,CPG00430,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"4""",,个,,KG,
,CPG00431,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"5""",,个,,KG,
,CPG00432,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"6""",,个,,KG,
,CPG00433,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"8""",,个,,KG,
,CPG00434,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"10""",,个,,KG,
,CPG00435,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"12""",,个,,KG,
,CPG00436,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"14""",,个,,KG,
,CPG00437,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"16""",,个,,KG,
,CPG00438,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"18""",,个,,KG,
,CPG00439,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"20""",,个,,KG,
,CPG00440,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"24""",,个,,KG,
,CPG00441,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"26""",,个,,KG,
,CPG00442,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"28""",,个,,KG,
,CPG00443,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"30""",,个,,KG,
,CPG00444,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"32""",,个,,KG,
,CPG00445,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"34""",,个,,KG,
,CPG00446,密封垫片,CL1500,,,石墨,,1916T3071,RCC-M 1,QA1,"36""",,个,,KG,
,CPG00455,密封垫,3mm,,,氯丁橡胶 硬度70,,NF M 87-641,NA,QNCa,"3""",,个,,KG,
,CPG00456,密封垫,3mm,,,氯丁橡胶 硬度70,,NF M 87-641,NA,QNCa,"2""",,个,,KG,
,CPG00457,密封垫,3mm,,,氯丁橡胶 硬度70,,NF M 87-641,NA,QNCa,"1-1/2""",,个,,KG,
,CPG00458,密封垫,3mm,,,氯丁橡胶 硬度70,,NF M 87-641,NA,QNCa,"4""",,个,,KG,
,CPG00459,密封垫,3mm,,,氯丁橡胶 硬度70,,NF M 87-641,NA,QNCa,"6""",,个,,KG,
,CPG00512,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"1/2""",,个,,KG,
,CPG00513,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"3/4""",,个,,KG,
,CPG00514,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"1""",,个,,KG,
,CPG00515,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"1-1/4""",,个,,KG,
,CPG00516,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"1-1/2""",,个,,KG,
,CPG00517,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"2""",,个,,KG,
,CPG00518,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"2-1/2""",,个,,KG,
,CPG00519,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"3""",,个,,KG,
,CPG00520,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"3-1/2""",,个,,KG,
,CPG00521,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"4""",,个,,KG,
,CPG00522,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"5""",,个,,KG,
,CPG00523,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"6""",,个,,KG,
,CPG00524,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"8""",,个,,KG,
,CPG00525,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"10""",,个,,KG,
,CPG00526,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"12""",,个,,KG,
,CPG00527,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"14""",,个,,KG,
,CPG00528,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"16""",,个,,KG,
,CPG00529,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"18""",,个,,KG,
,CPG00530,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"20""",,个,,KG,
,CPG00531,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"24""",,个,,KG,
,CPG00532,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"26""",,个,,KG,
,CPG00533,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"28""",,个,,KG,
,CPG00534,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"30""",,个,,KG,
,CPG00535,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"32""",,个,,KG,
,CPG00536,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"34""",,个,,KG,
,CPG00537,密封垫片,CL300,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"36""",,个,,KG,
,CPG00540,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"3""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00541,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"3-1/2""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00542,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"4""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00543,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"5""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00544,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"6""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00545,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"8""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00546,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"10""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00547,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"12""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00548,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"14""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00549,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"16""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00550,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"18""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00551,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"20""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00552,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"24""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00553,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"26""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00554,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"28""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00555,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"30""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00556,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"32""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00557,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"34""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00558,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"36""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00601,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN15,,个,,KG,
,CPG00602,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN20,,个,,KG,
,CPG00603,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN25,,个,,KG,
,CPG00604,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN32,,个,,KG,
,CPG00605,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN40,,个,,KG,
,CPG00606,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN50,,个,,KG,
,CPG00607,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN65,,个,,KG,
,CPG00608,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN80,,个,,KG,
,CPG00609,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN100,,个,,KG,
,CPG00610,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN125,,个,,KG,
,CPG00611,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN150,,个,,KG,
,CPG00612,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN200,,个,,KG,
,CPG00613,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN250,,个,,KG,
,CPG00614,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN300,,个,,KG,
,CPG00615,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN350,,个,,KG,
,CPG00616,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN25,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00617,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN32,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00618,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN40,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00619,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN50,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00620,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN65,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00621,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN80,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00622,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN100,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00623,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN125,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00624,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN150,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
